partida,desc,año,valor,desc_corta,tipo,subtipo_agro
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2000-01-01,117.84622811,Polo de algodón,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2000-01-01,81.5472305400001,Espárragos preparados,Agro,Espárragos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2000-01-01,53.7980659299999,Espárragos frescos,Agro,Espárragos
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2000-01-01,51.433323789999996,Alambre de cobre,Minería,Minería
5105300000,PELO FINO CARDADO O PEINADO,2000-01-01,43.73715319,Pelo fino,Textil,Textil
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2000-01-01,42.39289747,Camisas algodón - H,Textil,Textil
7901200000,ALEACIONES DE CINC,2000-01-01,41.96481761,Aleaciones de zinc,Minería,Minería
4407240000,"MADERA ASERRADA DE VIROLA, MAHOGANY (SWIETENIA SPP.), IMBUIA Y BALSA",2000-01-01,40.06819464,Madera aserrada,Madera,Madera
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2000-01-01,36.39933147,Joyería,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2000-01-01,33.56551384,Demás calamares cong.,Molusco,Molusco
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2001-01-01,82.6083064699997,Polo de algodón,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2001-01-01,79.91140293000001,Espárragos preparados,Agro,Espárragos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2001-01-01,63.4357369900001,Espárragos frescos,Agro,Espárragos
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2001-01-01,42.33743827,Joyería,Minería,Minería
4407240000,"MADERA ASERRADA DE VIROLA, MAHOGANY (SWIETENIA SPP.), IMBUIA Y BALSA",2001-01-01,42.0404962,Madera aserrada,Madera,Madera
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2001-01-01,38.667267869999996,Alambre de cobre,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2001-01-01,38.4806847600001,Demás calamares cong.,Molusco,Molusco
7901200000,ALEACIONES DE CINC,2001-01-01,35.64819038,Aleaciones de zinc,Minería,Minería
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2001-01-01,33.37138746,Camisas algodón - H,Textil,Textil
6110200030,SUETERES (JERSEYS) DE ALGODON,2001-01-01,30.94762604,Suéteres de algodón,Textil,Textil
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2002-01-01,101.6874038,Polo de algodón,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2002-01-01,85.17655056999999,Espárragos preparados,Agro,Espárragos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2002-01-01,82.97832967000019,Espárragos frescos,Agro,Espárragos
4407240000,"MADERA ASERRADA DE VIROLA, MAHOGANY (SWIETENIA SPP.), IMBUIA Y BALSA",2002-01-01,65.57548290999999,Madera aserrada,Madera,Madera
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2002-01-01,49.238230189999996,Joyería,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2002-01-01,46.2679216700001,Demás calamares cong.,Molusco,Molusco
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2002-01-01,43.26419394,Alambre de cobre,Minería,Minería
3923309000,"LOS DEMAS BOMBONAS, BOTELLAS, FRASCOS Y ARTICULOS SIMILARES",2002-01-01,40.78754693,Demás bombonas,Manufactura,Manufactura
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2002-01-01,40.716143509999995,Camisas algodón - H,Textil,Textil
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2002-01-01,36.29946563,Demás polos,Textil,Textil
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2003-01-01,125.40754815999999,Polo de algodón,Textil,Textil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2003-01-01,108.33854886,Espárragos frescos,Agro,Espárragos
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2003-01-01,82.2029178600002,Espárragos preparados,Agro,Espárragos
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2003-01-01,68.18309869,Demás calamares cong.,Molusco,Molusco
4407240000,"MADERA ASERRADA DE VIROLA, MAHOGANY (SWIETENIA SPP.), IMBUIA Y BALSA",2003-01-01,56.688589799999995,Madera aserrada,Madera,Madera
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2003-01-01,56.148462380000005,Joyería,Minería,Minería
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2003-01-01,54.976686369999996,Camisas algodón - H,Textil,Textil
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2003-01-01,43.75818221,Alambre de cobre,Minería,Minería
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2003-01-01,40.431391909999995,Demás polos,Textil,Textil
3923309000,"LOS DEMAS BOMBONAS, BOTELLAS, FRASCOS Y ARTICULOS SIMILARES",2003-01-01,39.16228261,Demás bombonas,Manufactura,Manufactura
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2004-01-01,147.40684906,Polo de algodón,Textil,Textil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2004-01-01,139.43772692,Espárragos frescos,Agro,Espárragos
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2004-01-01,89.6061692,Camisas algodón - H,Textil,Textil
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2004-01-01,85.03374845,Alambre de cobre,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2004-01-01,81.1456266799998,Demás calamares cong.,Molusco,Molusco
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2004-01-01,79.17860186,Espárragos preparados,Agro,Espárragos
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2004-01-01,77.71325704,Joyería,Minería,Minería
2707509000,DEMAS MEZCLAS DE HIDROCARBUROS AROMATICOS QUE DESTILEN 65% O MAS DE SU VOLUMEN,2004-01-01,68.65700636,Demás mezclas de hidroc.,Químico,Químico
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2004-01-01,67.9494886100001,Demás polos,Textil,Textil
6106100090,"LAS DEMAS CAMISAS,BLUSAS DE PTO.DE ALGODON, PARA MUJERES O NIÑAS",2004-01-01,50.79811279,Camisas algodón - M,Textil,Textil
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2005-01-01,179.61186410000101,Polo de algodón,Textil,Textil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2005-01-01,160.17949472,Espárragos frescos,Agro,Espárragos
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2005-01-01,117.33599094,Alambre de cobre,Minería,Minería
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2005-01-01,103.49949743,Camisas algodón - H,Textil,Textil
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2005-01-01,95.2942946099999,Pimiento,Agro,Pimiento
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2005-01-01,94.71990792999979,Demás calamares cong.,Molusco,Molusco
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2005-01-01,90.4539819199999,Joyería,Minería,Minería
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2005-01-01,82.55969399,Espárragos preparados,Agro,Espárragos
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2005-01-01,67.181925,Demás polos,Textil,Textil
6114200000,LAS DEMAS PRENDAS DE VESTIR DE PUNTO DE ALGODON,2005-01-01,60.5469483999999,Demás prendas - algodón,Textil,Textil
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2006-01-01,239.23309121,Alambre de cobre,Minería,Minería
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2006-01-01,208.40359653,Polo de algodón,Textil,Textil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2006-01-01,185.61138746,Espárragos frescos,Agro,Espárragos
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2006-01-01,113.68419298,Camisas algodón - H,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2006-01-01,100.07976774,Espárragos preparados,Agro,Espárragos
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2006-01-01,99.26603161,Zinc sin alear,Minería,Minería
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2006-01-01,92.4666911100002,Joyería,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2006-01-01,90.16355572,Demás calamares cong.,Molusco,Molusco
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2006-01-01,81.37830885999989,Demás polos,Textil,Textil
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2006-01-01,72.6036349,Pimiento,Agro,Pimiento
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2007-01-01,263.01795395,Alambre de cobre,Minería,Minería
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2007-01-01,235.707519799999,Espárragos frescos,Agro,Espárragos
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2007-01-01,213.02961188,Polo de algodón,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2007-01-01,156.23518589,Espárragos preparados,Agro,Espárragos
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2007-01-01,132.67978509,Demás polos,Textil,Textil
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2007-01-01,115.55711138,Camisas algodón - H,Textil,Textil
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2007-01-01,106.49049205,Zinc sin alear,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2007-01-01,104.71350063,Demás calamares cong.,Molusco,Molusco
6106100090,"LAS DEMAS CAMISAS,BLUSAS DE PTO.DE ALGODON, PARA MUJERES O NIÑAS",2007-01-01,90.07636448999999,Camisas algodón - M,Textil,Textil
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",2007-01-01,80.8828820800001,Joyería,Minería,Minería
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2008-01-01,283.22522279000003,Alambre de cobre,Minería,Minería
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2008-01-01,225.93067777000002,Espárragos frescos,Agro,Espárragos
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2008-01-01,199.74224990000002,Polo de algodón,Textil,Textil
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2008-01-01,178.260410360001,Espárragos preparados,Agro,Espárragos
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2008-01-01,165.70393836000002,Demás polos,Textil,Textil
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2008-01-01,125.28496004,Demás calamares cong.,Molusco,Molusco
6105100041,"CAMISAS D PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P HOMB.,TEÑIDO D UN SOLO COLO",2008-01-01,111.49469256,Camisas algodón - H,Textil,Textil
1605909000,"DEMAS MOLUSCOS E INVERTEBRADOS ACUATICOS, PREPARADOS O CONSERVADOS",2008-01-01,99.7420084600002,Demás moluscos,Molusco,Molusco
6106100090,"LAS DEMAS CAMISAS,BLUSAS DE PTO.DE ALGODON, PARA MUJERES O NIÑAS",2008-01-01,90.59769943000009,Camisas algodón - M,Textil,Textil
3920209000,"DEMÁS PLACAS, LAMINAS, HOJAS Y TIRAS DE LOS DEMAS POLIMEROS DE PROPILENO",2008-01-01,86.92880238,Polímeros de propileno,Químico,Químico
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2009-01-01,247.728517380001,Espárragos frescos,Agro,Espárragos
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2009-01-01,163.25063432,Demás polos,Textil,Textil
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2009-01-01,154.43959024,Polo de algodón,Textil,Textil
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2009-01-01,147.55548947999998,Alambre de cobre,Minería,Minería
806100000,UVAS FRESCAS,2009-01-01,131.2167062,Uvas frescas,Agro,Uvas frescas
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2009-01-01,112.37751496999999,Espárragos preparados,Agro,Espárragos
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2009-01-01,102.52573529,Demás calamares cong.,Molusco,Molusco
2005991000,ALCACHOFAS (ALCAUCILES) PREPARADAS O CONSERVAS SIN CONGELAR EXCEPTO PRODUCTOS PA. 20.06.,2009-01-01,73.2438686200001,Alcachofas,Agro,Alcachofas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2009-01-01,67.55249775,Palta,Agro,Palta
904201010,PAPRIKA ENTERA,2009-01-01,66.92955028,Paprika,Agro,Paprika
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2010-01-01,290.614781360001,Espárragos frescos,Agro,Espárragos
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2010-01-01,276.05083010000004,Alambre de cobre,Minería,Minería
806100000,UVAS FRESCAS,2010-01-01,186.22256972,Uvas frescas,Agro,Uvas frescas
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2010-01-01,159.16829882,Demás calamares cong.,Molusco,Molusco
6109100031,"T-SHIRTDE ALGODON P HOMB.O MUJ.,D TEJ.TEÑIDO D UN SOLO COLOR UNIF.INCL.BLANQLEADOS",2010-01-01,158.12063381000002,Polo de algodón,Textil,Textil
3205000000,LACAS COLORANTES;PREPARAC. A Q  SE REFIERE LA NOTA 3 DE ESTE CAPIT. A BASE DE LACAS C,2010-01-01,145.20798774000002,Lacas colorantes,Químico,Químico
6109100039,"LOS DEMAS ""T-SHIRTS"" DE ALGODON, PARA HOMBRES O MUJERES",2010-01-01,135.9476321,Demás polos,Textil,Textil
307291000,"VENERAS (VIEIRAS, CONCHA DE ABANICO) CONGELADAS, SECAS, SALADAS O EN SALMUERA",2010-01-01,113.18704007,Concha de abanico,Molusco,Molusco
2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",2010-01-01,106.087817799999,Espárragos preparados,Agro,Espárragos
