partida,desc,a√±o,valor,desc_corta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2000-01-01,53.7980659299999,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2000-01-01,23.30509305,Mango
710800000,LAS DEMAS HORTALIZAS(INCLUSO SILVESTRES) AUNQUE ESTEN COCIDAS EN AGUA O VAPOR O CONGE,2000-01-01,12.96432379,Dem·s hortalizas
711200000,"ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO",2000-01-01,7.31314583,Aceitunas conservadas
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2000-01-01,6.4614211699999995,Cebollas
806100000,UVAS FRESCAS,2000-01-01,5.98177964,Uvas frescas
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2000-01-01,5.90355001,Pimiento
712909000,"DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN",2000-01-01,3.84590386,Dem·s hortalizas cortadas
801220000,NUECES DEL BRASIL SIN  CASCARA  FRESCAS O SECAS,2000-01-01,3.4138319,Nueces del Brasil
1404103000,TARA,2000-01-01,2.9920261200000002,Tara
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2001-01-01,63.4357369900001,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2001-01-01,25.693990890000002,Mango
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2001-01-01,16.02694529,Pimiento
710800000,LAS DEMAS HORTALIZAS(INCLUSO SILVESTRES) AUNQUE ESTEN COCIDAS EN AGUA O VAPOR O CONGE,2001-01-01,14.588425710000001,Dem·s hortalizas
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2001-01-01,11.761054810000001,Cebollas
806100000,UVAS FRESCAS,2001-01-01,11.16662476,Uvas frescas
713339000,FRIJOL COMUN (PHASEOLUS VULGARIS) EXCTO. PARA SIEMBRA,2001-01-01,6.2858772300000005,Frijol
711200000,"ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO",2001-01-01,5.7706792,Aceitunas conservadas
712909000,"DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN",2001-01-01,5.6929232999999995,Dem·s hortalizas cortadas
1404103000,TARA,2001-01-01,4.91996603,Tara
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2002-01-01,82.97832967000019,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2002-01-01,33.01858501,Mango
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2002-01-01,19.421659579999996,Pimiento
806100000,UVAS FRESCAS,2002-01-01,18.750487879999998,Uvas frescas
710801000,ESPARRAGOS,2002-01-01,16.45456986,Esp·rragos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2002-01-01,12.89723583,Cebollas
712909000,"DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN",2002-01-01,7.77870459,Dem·s hortalizas cortadas
1404103000,TARA,2002-01-01,6.69384826,Tara
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2002-01-01,6.37913106,Mandarinas
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2002-01-01,6.1818225,Pl·tanos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2003-01-01,108.33854886,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2003-01-01,31.018331710000002,Mango
806100000,UVAS FRESCAS,2003-01-01,23.25822722,Uvas frescas
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2003-01-01,22.38094286,Pimiento
710801000,ESPARRAGOS,2003-01-01,16.20496795,Esp·rragos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2003-01-01,15.72229786,Palta
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2003-01-01,11.38023065,Cebollas
712909000,"DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN",2003-01-01,8.58872922999999,Dem·s hortalizas cortadas
713399200,FRIJOL CASTILLA,2003-01-01,8.45467549,Frijol Castilla
711200000,"ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO",2003-01-01,7.275015730000001,Aceitunas conservadas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2004-01-01,139.43772692,Esp·rragos frescos
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2004-01-01,50.3871183599999,Pimiento
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2004-01-01,43.1657597800001,Mango
806100000,UVAS FRESCAS,2004-01-01,19.647183769999998,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2004-01-01,18.70804309,Palta
710801000,ESPARRAGOS,2004-01-01,15.63176208,Esp·rragos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2004-01-01,13.40151541,Cebollas
712909000,"DEMAS HORTALIZAS,MEZCLAS DE HORTALIZAS,CORTADAS EN TROZOS O RODAJ.,TRITU.O PULV.,SIN",2004-01-01,11.01284768,Dem·s hortalizas cortadas
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2004-01-01,10.55211775,Pl·tanos
801220000,NUECES DEL BRASIL SIN  CASCARA  FRESCAS O SECAS,2004-01-01,9.85400117,Nueces del Brasil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2005-01-01,160.17949472,Esp·rragos frescos
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2005-01-01,95.2942946099999,Pimiento
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2005-01-01,38.3765075999999,Mango
806100000,UVAS FRESCAS,2005-01-01,33.93173749,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2005-01-01,23.36711711,Palta
710801000,ESPARRAGOS,2005-01-01,20.390508399999998,Esp·rragos
801220000,NUECES DEL BRASIL SIN  CASCARA  FRESCAS O SECAS,2005-01-01,18.193175,Nueces del Brasil
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2005-01-01,17.58870197,Pl·tanos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2005-01-01,17.33525367,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2005-01-01,12.00827249,Mandarinas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2006-01-01,185.61138746,Esp·rragos frescos
904200000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADOS O PULVERIZADOS",2006-01-01,72.6036349,Pimiento
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2006-01-01,57.0235922700003,Mango
806100000,UVAS FRESCAS,2006-01-01,46.26210914,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2006-01-01,38.79271187,Palta
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2006-01-01,26.38198917,Pl·tanos
710801000,ESPARRAGOS,2006-01-01,25.9904491100001,Esp·rragos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2006-01-01,16.778044899999998,Cebollas
713399200,FRIJOL CASTILLA,2006-01-01,15.796907580000001,Frijol Castilla
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2006-01-01,14.66362152,Mandarinas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2007-01-01,235.707519799999,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2007-01-01,63.359709020000004,Mango
806100000,UVAS FRESCAS,2007-01-01,60.4899874699999,Uvas frescas
904201010,PAPRIKA ENTERA,2007-01-01,56.00612438,P·prika entera
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2007-01-01,46.811967120000105,Palta
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2007-01-01,31.22795756,Pl·tanos
710801000,ESPARRAGOS,2007-01-01,30.53280275,Esp·rragos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2007-01-01,21.7140115400001,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2007-01-01,16.69918106,Mandarinas
801220000,NUECES DEL BRASIL SIN  CASCARA  FRESCAS O SECAS,2007-01-01,13.88915326,Nueces del Brasil
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2008-01-01,225.93067777000002,Esp·rragos frescos
904201010,PAPRIKA ENTERA,2008-01-01,83.9052555399998,P·prika entera
806100000,UVAS FRESCAS,2008-01-01,78.7199441799999,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2008-01-01,72.69246720000001,Palta
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2008-01-01,62.2086779899999,Mango
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2008-01-01,45.328246289999996,Pl·tanos
710801000,ESPARRAGOS,2008-01-01,35.15197449,Esp·rragos
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2008-01-01,24.54579368,Mandarinas
904201030,PAPRIKA TRITURADA O PULVERIZADA,2008-01-01,24.038132649999998,P·prika triturada
1404902000,TARA EN POLVO (CAESALPINEA SPINOSA),2008-01-01,23.15807402,Tara en polvo
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2009-01-01,247.728517380001,Esp·rragos frescos
806100000,UVAS FRESCAS,2009-01-01,131.2167062,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2009-01-01,67.55249775,Palta
904201010,PAPRIKA ENTERA,2009-01-01,66.92955028,P·prika entera
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2009-01-01,66.15352059999971,Mango
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2009-01-01,50.30357893,Pl·tanos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2009-01-01,27.80365647,Cebollas
1006300000,"ARROZ  SEMIBLANQUEADO  O  BLANQUEADO, INCLUSO  PULIDO  O  GLASEADO",2009-01-01,25.06502179,Arroz
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2009-01-01,23.56229286,Mandarinas
710801000,ESPARRAGOS,2009-01-01,23.537384149999998,Esp·rragos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2010-01-01,290.614781360001,Esp·rragos frescos
806100000,UVAS FRESCAS,2010-01-01,186.22256972,Uvas frescas
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2010-01-01,90.07270319999989,Mango
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2010-01-01,85.0468112599998,Palta
904201010,PAPRIKA ENTERA,2010-01-01,66.4040982299999,P·prika entera
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2010-01-01,49.51940525,Pl·tanos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2010-01-01,42.02472211,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2010-01-01,35.24088215,Mandarinas
710801000,ESPARRAGOS,2010-01-01,30.21104948,Esp·rragos
1404902000,TARA EN POLVO (CAESALPINEA SPINOSA),2010-01-01,27.24090409,Tara en polvo
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2011-01-01,293.67796092000003,Esp·rragos frescos
806100000,UVAS FRESCAS,2011-01-01,287.16719054000004,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2011-01-01,161.18041404,Palta
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2011-01-01,115.57201598,Mango
904201010,PAPRIKA ENTERA,2011-01-01,87.1258918900001,P·prika entera
803001200,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2011-01-01,64.4602399700002,Pl·tanos
710801000,ESPARRAGOS,2011-01-01,47.80009523,Esp·rragos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2011-01-01,42.81962706,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2011-01-01,40.41116875,Mandarinas
1404902000,TARA EN POLVO (CAESALPINEA SPINOSA),2011-01-01,30.34320744,Tara en polvo
806100000,UVAS FRESCAS,2012-01-01,366.42720100999895,Uvas frescas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2012-01-01,343.088016469998,Esp·rragos frescos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2012-01-01,135.55979982,Palta
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2012-01-01,117.39012367000001,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2012-01-01,80.3661106100001,Pl·tanos
904211090,"LAS DEMAS PAPRIKA (CAPSICUM ANNUM, L) SECA, SIN TRITURAR NI PULVERIZAR",2012-01-01,64.28573229,Dem·s p·prika
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2012-01-01,54.3450941699993,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2012-01-01,52.35646903,Mandarinas
710801000,ESPARRAGOS,2012-01-01,51.18416843,Esp·rragos
1404902000,TARA EN POLVO (CAESALPINEA SPINOSA),2012-01-01,31.572842440000002,Tara en polvo
806100000,UVAS FRESCAS,2013-01-01,442.947814170002,Uvas frescas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2013-01-01,413.55366712,Esp·rragos frescos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2013-01-01,184.285922160001,Palta
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2013-01-01,132.73422069,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2013-01-01,88.98517109000001,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2013-01-01,79.1214027899999,Quinua
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2013-01-01,62.882461670000005,Cebollas
710801000,ESPARRAGOS,2013-01-01,50.62996502,Esp·rragos
904211090,"LAS DEMAS PAPRIKA (CAPSICUM ANNUM, L) SECA, SIN TRITURAR NI PULVERIZAR",2013-01-01,50.18581802999989,Dem·s p·prika
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2013-01-01,43.1334944699999,Mandarinas
806100000,UVAS FRESCAS,2014-01-01,642.497592120006,Uvas frescas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2014-01-01,384.505090379999,Esp·rragos frescos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2014-01-01,300.126875240001,Palta
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2014-01-01,196.70313291,Quinua
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2014-01-01,139.42723005000002,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2014-01-01,119.34804381999999,Pl·tanos
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2014-01-01,65.6428559100001,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2014-01-01,60.218396499999905,Mandarinas
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2014-01-01,49.1348107900001,Mango
1511100000,ACEITE DE PALMA EN BRUTO,2014-01-01,47.792413509999996,Aceite de palma
806100000,UVAS FRESCAS,2015-01-01,680.012790180001,Uvas frescas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2015-01-01,415.64265906999805,Esp·rragos frescos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2015-01-01,306.306043360001,Palta
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2015-01-01,188.911433290001,Mango
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2015-01-01,142.54773531,Quinua
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2015-01-01,142.515362229998,Pl·tanos
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2015-01-01,96.78470459,Ar·ndanos
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2015-01-01,72.30939719,Mango
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2015-01-01,62.0142395399999,Cebollas
805201000,MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS) FRESCAS O SECAS,2015-01-01,60.469741820000095,Mandarinas
806100000,UVAS FRESCAS,2016-01-01,635.253068200001,Uvas frescas
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2016-01-01,413.83194717000003,Esp·rragos frescos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2016-01-01,396.80495536000103,Palta
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2016-01-01,237.74131072000102,Ar·ndanos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2016-01-01,190.81644322999998,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2016-01-01,148.658702989999,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2016-01-01,102.47318270000001,Quinua
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2016-01-01,69.1395223000001,Cebollas
805209000,DEMAS CLEMENTINAS. WILKINGS E HIBRIDOS SIMILARES DE AGRIOS(CITRICOS) FRECOS O SECOS,2016-01-01,67.52496564,Dem·s mandarinas
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2016-01-01,63.4599657800001,Mango
806100000,UVAS FRESCAS,2017-01-01,618.23202972,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2017-01-01,588.238577249996,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2017-01-01,401.71409105000004,Esp·rragos frescos
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2017-01-01,369.32256005999795,Ar·ndanos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2017-01-01,180.40339738999998,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2017-01-01,145.70968347,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2017-01-01,120.39920122,Quinua
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2017-01-01,108.048905929999,Mandarina
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2017-01-01,67.7592671600001,Cebollas
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2017-01-01,63.2142303600001,Mango
806100000,UVAS FRESCAS,2018-01-01,756.224377980003,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2018-01-01,722.169621789995,Palta
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2018-01-01,540.1523806000009,Ar·ndanos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2018-01-01,377.509854269998,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2018-01-01,248.931206900001,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2018-01-01,163.692205950001,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2018-01-01,122.37086218,Quinua
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2018-01-01,114.755921290001,Mandarina
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2018-01-01,80.8603950700001,Dem·s frutas
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2018-01-01,80.61445289999979,Mango
806100000,UVAS FRESCAS,2019-01-01,877.55641744999,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2019-01-01,814.5607927900029,Ar·ndanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2019-01-01,757.410040450004,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2019-01-01,400.199310969998,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2019-01-01,260.435210139999,Mango
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2019-01-01,152.93356408999898,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2019-01-01,135.8104754,Quinua
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2019-01-01,128.08425864,Mandarina
703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",2019-01-01,86.94091026999959,Cebollas
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2019-01-01,84.87775989000001,Dem·s frutas
806100000,UVAS FRESCAS,2020-01-01,1020.04946021999,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2020-01-01,983.162867289999,Ar·ndanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2020-01-01,755.277886260004,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2020-01-01,381.570477519998,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2020-01-01,273.488993789998,Mango
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2020-01-01,179.13903425,Mandarina
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2020-01-01,145.69433715999799,Pl·tanos
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2020-01-01,125.94925601,Quinua
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2020-01-01,113.77344965,Mango
910110000,JENGIBRE SIN TRITURAR NI PULVERIZAR,2020-01-01,104.60154108,Jenjibre
806100000,UVAS FRESCAS,2021-01-01,1249.79733332998,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2021-01-01,1185.50315073,Ar·ndanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2021-01-01,1013.73706072001,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2021-01-01,399.384854580001,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2021-01-01,319.292457769997,Mango
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2021-01-01,159.40525731,Mandarina
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2021-01-01,143.03627584999703,Pl·tanos
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2021-01-01,128.27024467,Mango
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2021-01-01,117.38616548,Dem·s frutas
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2021-01-01,105.99925933,Quinua
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2022-01-01,1366.2902788500198,Ar·ndanos
806100000,UVAS FRESCAS,2022-01-01,1361.55132029002,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2022-01-01,895.053240779991,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2022-01-01,371.666888010002,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2022-01-01,300.64664779000196,Mango
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2022-01-01,177.970577620001,Mandarina
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2022-01-01,148.404645320001,Mango
1511100000,ACEITE DE PALMA EN BRUTO,2022-01-01,125.06641791,Aceite de palma
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2022-01-01,117.74624887,Dem·s frutas
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2022-01-01,117.251581920002,Pl·tanos
